#Contraste de colores legibles
30	32
	33
	36
	37
	90
	92
	93
	96
	97
31	32
	33
	36
	90
	92
	93
	96
	97
32	34
	35
	37
	90
	91
	92
	93
	94
	95
	96
	97
33	34
	35
	90
	91
	92
	93
	94
	95
	96
	97
34	36
	37
	90
	92
	93
	96
	97
35	36
	37
	90
	92
	93
	96
	97
36	37
	90
	91
	92
	93
	94
	96
	97
37	90
	91
	92
	94
	95
	96
90	91
	92
	94
	93
	95
	96
	97
91	92
	93
	96
	97
92	94
	95
93	94
	95
94	95
	96
95	96
	97
96	97
